experiment,model,size,k_folds,model_type,alpha,linear_r2_mean,linear_r2_std,linear_adj_r2_mean,linear_adj_r2_std,pca_r2_mean,pca_r2_std,pca_adj_r2_mean,pca_adj_r2_std,pca_explained_var_mean,pca_explained_var_std,linear_proportion_significant_mean,linear_proportion_significant_std,pca_proportion_significant_mean,pca_proportion_significant_std,linear_f_pvalue_mean,linear_f_pvalue_std,pca_f_pvalue_mean,pca_f_pvalue_std,linear_aic_mean,linear_bic_mean,pca_aic_mean,pca_bic_mean
positive_decimals_statsmodels,voyage-code-3,7,5,Statsmodels_OLS,0.05,0.9955986069835017,0.0008209934807217114,0.9955986069835017,0.0008209934807217114,0.9689507747089088,0.007278474051509828,0.968633945879408,0.007352744194892578,0.2203253689519126,0.002254705432464248,0.0,0.0,1.0,0.0,,,2.259265808773846e-299,0.0,-24517.404538660787,-22920.818719817595,-1265.471967609923,-1257.4890385157069
positive_decimals_statsmodels,voyage-code-3,8,5,Statsmodels_OLS,0.05,0.9947697724793585,0.00040890949133526024,0.9947697724793585,0.00040890949133526024,0.9635961634669746,0.005193675949196676,0.9632246957472498,0.005246672642555835,0.20743527829904268,0.0021187833113158923,0.0,0.0,1.0,0.0,,,7.8130725285923475e-286,0.0,-24631.604342578772,-23035.018523735584,-1199.1095494171452,-1191.1266203229293
positive_decimals_statsmodels,voyage-code-3,9,5,Statsmodels_OLS,0.05,0.995500105773003,0.0005280190407244302,0.995500105773003,0.0005280190407244302,0.9383897537992187,0.009554575992423603,0.9377610778175782,0.009652071665815685,0.21774039872084577,0.0025895106642559837,0.0,0.0,1.0,0.0,,,8.564513560661933e-238,0.0,-24514.185151720267,-22917.59933287708,-1006.9425363424492,-998.9596072482334
positive_decimals_statsmodels,voyage-code-3,10,5,Statsmodels_OLS,0.05,0.9914156698594627,0.007250434220639799,0.9914156698594627,0.007250434220639799,0.9645565091781496,0.00856365097774422,0.9641948409044572,0.008651035171394676,0.2285340823098238,0.0038420417808086023,0.0,0.0,1.0,0.0,,,1.504594362437688e-284,0.0,-24655.3777028181,-23058.79188397491,-1193.2381072638768,-1185.2551781696607
positive_decimals_statsmodels,voyage-code-3,11,5,Statsmodels_OLS,0.05,0.9939510300653376,0.0012875331316423875,0.9939510300653376,0.0012875331316423875,0.9589281786877588,0.013005857398473075,0.9585090784702871,0.013138570229069724,0.22519273598716452,0.003923203942751317,0.0,0.0,1.0,0.0,,,2.5544296754800404e-274,0.0,-24359.80152433873,-22763.21570549554,-1147.5224419325132,-1139.5395128382972
positive_decimals_statsmodels,voyage-code-3,12,5,Statsmodels_OLS,0.05,0.9931829237350194,0.003689178831908081,0.9931829237350194,0.003689178831908081,0.9543782918005492,0.017494729381061152,0.9539127641658608,0.01767324702780667,0.22891645714603914,0.0033359545516980765,0.0,0.0,1.0,0.0,,,7.359660337367919e-263,0.0,-24588.02013929761,-22991.43432045442,-1088.8417973043395,-1080.8588682101235
positive_decimals_statsmodels,voyage-code-3,13,5,Statsmodels_OLS,0.05,0.991670922292416,0.004598575213689768,0.991670922292416,0.004598575213689768,0.9553280554837938,0.010543103618584262,0.9548722193152612,0.010650686308569817,0.22905046959677078,0.004031819048824469,0.0,0.0,1.0,0.0,,,1.5624687173139705e-263,0.0,-24422.288454672445,-22825.702635829253,-1106.4315912290792,-1098.4486621348635
positive_decimals_statsmodels,voyage-code-3,14,5,Statsmodels_OLS,0.05,0.9923432577811073,0.0023383742020963915,0.9923432577811073,0.0023383742020963915,0.9592695081886801,0.008471035920837608,0.958853890925299,0.008557475062886984,0.2256169398496047,0.0016158336961235595,0.0,0.0,1.0,0.0,,,4.677883449886921e-270,0.0,-24576.080947655795,-22979.4951288126,-1146.178036611304,-1138.1951075170878
positive_decimals_statsmodels,voyage-code-3,15,5,Statsmodels_OLS,0.05,0.9942435809124948,0.0020087951968959052,0.9942435809124948,0.0020087951968959052,0.9640226695082624,0.008327030592308042,0.9636555538909999,0.008412000292229549,0.23325369997538226,0.0017430223584570996,0.0,0.0,1.0,0.0,,,1.5794321188092668e-281,0.0,-24402.77872625871,-22806.192907415512,-1188.7691209420352,-1180.7861918478193
positive_decimals_statsmodels,voyage-code-3,16,5,Statsmodels_OLS,0.05,0.9940190358495034,0.0011834361999697467,0.9940190358495034,0.0011834361999697467,0.9708490225059858,0.007324585650634122,0.9705515635519653,0.0073993263205385405,0.23630534497948066,0.0019210090192946117,0.0,0.0,1.0,0.0,,,3.2696204203612924e-304,0.0,-24397.38885050761,-22800.803031664418,-1261.8006894636796,-1253.8177603694637
positive_decimals_statsmodels,voyage-code-3,17,5,Statsmodels_OLS,0.05,0.9948220945180875,0.001316203477224703,0.9948220945180875,0.001316203477224703,0.9712916610247209,0.0064634213068204315,0.9709987187902793,0.006529374585461464,0.23472510762041426,0.004086051713804634,0.0,0.0,1.0,0.0,,,3.904589919975211e-302,0.0,-24448.950570364374,-22852.364751521185,-1276.322163953966,-1268.3392348597504
positive_decimals_statsmodels,voyage-code-3,18,5,Statsmodels_OLS,0.05,0.994731403567861,0.0006963916807674618,0.994731403567861,0.0006963916807674618,0.9689631387729373,0.004541390876032139,0.968646436107355,0.00458773159925696,0.21533687576732508,0.002362945248211665,0.0,0.0,1.0,0.0,,,4.206563429388598e-289,0.0,-24615.08726860186,-23018.501449758664,-1261.0947774078236,-1253.1118483136077
positive_decimals_statsmodels,voyage-code-3,19,5,Statsmodels_OLS,0.05,0.9959502946646894,0.0005112432589560619,0.9959502946646894,0.0005112432589560619,0.9708863126349737,0.004063182322867857,0.9705892341924736,0.004104643366978754,0.22065907603344956,0.0028085857125949745,0.0,0.0,1.0,0.0,,,1.2119991388992815e-302,0.0,-24467.03245217044,-22870.446633327243,-1242.5388828602725,-1234.5559537660565
positive_decimals_statsmodels,voyage-3.5-lite,1,5,Statsmodels_OLS,0.05,1.0,0.0,1.0,0.0,0.8183914645546885,0.01162746319460096,0.8165383162338179,0.011746110778219356,0.3277165483820531,0.0027678051422274875,1.0,0.0,1.0,0.0,0.0,0.0,1.0495106832732011e-147,2.0967174638925732e-147,-24568.581052282476,-24488.751761340318,-536.8456166264984,-528.8626875322824
positive_decimals_statsmodels,voyage-3.5-lite,2,5,Statsmodels_OLS,0.05,0.9998459898466828,0.00019632707363431977,0.9998459898466828,0.00019632707363431977,0.6352825932746441,0.023631441615709948,0.6315609870835692,0.023872578775053926,0.1754377957947956,0.003887404254939527,1.0,0.0,1.0,0.0,0.0,0.0,4.457892117450623e-77,8.915784233904459e-77,-24917.776345877217,-24273.553967973992,-250.86483753430002,-242.8819084400841
positive_decimals_statsmodels,voyage-3.5-lite,3,5,Statsmodels_OLS,0.05,0.9935089930561329,0.002379161790664913,0.9935089930561329,0.002379161790664913,0.752870290887046,0.04043998068646888,0.7503485591614037,0.04085263355061653,0.1933626738446099,0.002993940431620539,1.0,0.0,1.0,0.0,0.0,0.0,4.516052317697016e-116,9.021253140987987e-116,-24389.051339577825,-22950.52751680011,-417.68347877870247,-409.7005496844864
positive_decimals_statsmodels,voyage-3.5-lite,4,5,Statsmodels_OLS,0.05,0.9804583404199464,0.002115369683324392,0.9804583404199464,0.002115369683324392,0.685559647600558,0.06762209308669145,0.682351072576074,0.06831211444471892,0.18994899751400734,0.0026244617640866705,1.0,0.0,1.0,0.0,5.327473961528913e-52,5.036036253926047e-52,4.049238208895744e-96,8.084279615381435e-96,-24533.845342552122,-22957.216846444462,-352.85064688015837,-344.8677177859423
positive_decimals_statsmodels,voyage-3.5-lite,5,5,Statsmodels_OLS,0.05,0.9834609015262007,0.002914836921491753,0.9834609015262007,0.002914836921491753,0.779705691308903,0.029225092229744436,0.7774577901998103,0.029523307456578562,0.20599748034584175,0.0033574426167065764,0.6,0.48989794855663565,1.0,0.0,2.6445904135727943e-13,9.367946884957077e-15,2.229869102515988e-131,4.3468831390721195e-131,-24404.756644870205,-22810.565704755278,-461.3884805180595,-453.4055514238436
positive_decimals_statsmodels,voyage-3.5-lite,6,5,Statsmodels_OLS,0.05,0.9833677297467782,0.002381651120620867,0.9833677297467782,0.002381651120620867,0.7492715974743435,0.04284564669789505,0.7467131443873468,0.04328284717440418,0.18358857137512952,0.003844507250769686,0.0,0.0,1.0,0.0,,,6.97568856137511e-116,1.3951233748328891e-115,-24353.23450507663,-22756.648686233435,-435.8295529495517,-427.84662385533574
positive_decimals_statsmodels,voyage-3.5-lite,7,5,Statsmodels_OLS,0.05,0.9774166661309968,0.020199351581309775,0.9774166661309968,0.020199351581309775,0.7558837094961672,0.04764477245743678,0.7533927269400057,0.04813094360496166,0.19012039375917095,0.005775451441508844,0.0,0.0,1.0,0.0,,,1.4920023945206378e-109,2.984004787918825e-109,-24386.581567065743,-22789.99574822255,-432.2873865142283,-424.3044574200122
positive_decimals_statsmodels,voyage-3.5-lite,8,5,Statsmodels_OLS,0.05,0.9789011710948303,0.006933433239585388,0.9789011710948303,0.006933433239585388,0.7866706267506153,0.025456023284481936,0.784493796411336,0.02571577862411953,0.19683842378773417,0.002235911018949649,0.0,0.0,1.0,0.0,,,1.587866931546631e-131,1.9833064396815288e-131,-24464.455628595682,-22867.869809752494,-479.1991915279376,-471.21626243372174
positive_decimals_statsmodels,voyage-3.5-lite,9,5,Statsmodels_OLS,0.05,0.9794907875982807,0.0028209471926773527,0.9794907875982807,0.0028209471926773527,0.7791395240049679,0.022427255821705693,0.7768858456784881,0.022656105370906763,0.18057769303112842,0.0016298524143157857,0.0,0.0,1.0,0.0,,,2.930743515885392e-130,5.8377724166437466e-130,-24519.712086411386,-22923.126267568194,-487.9680171733191,-479.9850880791031
positive_decimals_statsmodels,voyage-3.5-lite,10,5,Statsmodels_OLS,0.05,0.9820485159592497,0.006469638112146795,0.9820485159592497,0.006469638112146795,0.8103595329218722,0.026227550260675567,0.8084244261149524,0.026495178324560022,0.1934534614073822,0.004559208187494537,0.0,0.0,1.0,0.0,,,3.6859824547158454e-134,7.342311596137616e-134,-24464.29310612662,-22867.70728728343,-498.51426670697504,-490.5313376127591
positive_decimals_statsmodels,voyage-3.5-lite,11,5,Statsmodels_OLS,0.05,0.9715555187039607,0.014503291878085184,0.9715555187039607,0.014503291878085184,0.8268436040185854,0.009879486671386006,0.825076702018775,0.009980297759869514,0.1809084323475076,0.0043029070872043565,0.0,0.0,1.0,0.0,,,7.330947387719122e-145,1.4527015786687198e-144,-24434.513259091284,-22837.927440248088,-545.943766128813,-537.9608370345971
positive_decimals_statsmodels,voyage-3.5-lite,12,5,Statsmodels_OLS,0.05,0.9754007855470593,0.004843958664974952,0.9754007855470593,0.004843958664974952,0.8294456490925747,0.01882233250822161,0.8277052985731113,0.01901439712565246,0.18329162637665558,0.002513583440192347,0.0,0.0,1.0,0.0,,,8.462013478876842e-154,1.3271619230179578e-153,-24617.778197351832,-23021.192378508644,-573.0568444431124,-565.0739153488964
positive_decimals_statsmodels,voyage-3.5-lite,13,5,Statsmodels_OLS,0.05,0.9825490528368299,0.0035885552759384056,0.9825490528368299,0.0035885552759384056,0.8044463226102392,0.020461298748230283,0.8024508769225885,0.020670087510967324,0.19666392429734508,0.003719519284349463,0.0,0.0,1.0,0.0,,,4.56527797646845e-140,8.602167793400335e-140,-24511.27578726666,-22914.68996842346,-513.2615369466115,-505.2786078523956
positive_decimals_statsmodels,voyage-3.5-lite,14,5,Statsmodels_OLS,0.05,0.9787586000065488,0.006730089173182357,0.9787586000065488,0.006730089173182357,0.8065301635089099,0.03189883041375784,0.8045559815038988,0.03222432868328597,0.1957364862627143,0.001265069468079216,0.0,0.0,1.0,0.0,,,5.321829383845986e-141,8.247285470738807e-141,-24487.738309960077,-22891.152491116885,-522.8935755082522,-514.9106464140361
positive_decimals_statsmodels,voyage-3.5-lite,15,5,Statsmodels_OLS,0.05,0.9758501315271492,0.00576606995468584,0.9758501315271492,0.00576606995468584,0.8295763465486864,0.029950859283578258,0.8278373296767342,0.03025648029667599,0.1972654033141263,0.0028633906524806823,0.0,0.0,1.0,0.0,,,4.540327113537031e-150,9.080644109389632e-150,-24315.715567244584,-22719.12974840139,-568.5310184765201,-560.5480893823042
positive_decimals_statsmodels,voyage-3.5-lite,16,5,Statsmodels_OLS,0.05,0.9821889069155517,0.002960974545691093,0.9821889069155517,0.002960974545691093,0.8255732326587324,0.020129422784688093,0.8237933676858622,0.020334825058001226,0.201217571477242,0.004571598864584117,0.0,0.0,1.0,0.0,,,3.51786847955309e-146,7.03570812158495e-146,-24352.789233534462,-22756.20341469127,-532.6261716188926,-524.6432425246767
positive_decimals_statsmodels,voyage-3.5-lite,17,5,Statsmodels_OLS,0.05,0.9757473237111801,0.004089253650930841,0.9757473237111801,0.004089253650930841,0.8568369102679613,0.008941513783451255,0.8553760624135526,0.009032753720017063,0.2103619392508138,0.002831442073631681,0.0,0.0,1.0,0.0,,,7.367672061042864e-170,0.0,-24600.985238803107,-23004.399419959915,-625.5900032355355,-617.6070741413196
positive_decimals_statsmodels,voyage-3.5-lite,18,5,Statsmodels_OLS,0.05,0.9785928012816998,0.004218363961196807,0.9785928012816998,0.004218363961196807,0.826785848374325,0.017850417713536876,0.8250183570312057,0.018032564833062755,0.19864178757851383,0.005329943517770428,0.0,0.0,1.0,0.0,,,3.0730436415634335e-152,5.910576209437759e-152,-24564.134660656422,-22967.54884181323,-571.3102423305852,-563.3273132363692
positive_decimals_statsmodels,voyage-3.5-lite,19,5,Statsmodels_OLS,0.05,0.9721945546635208,0.008062949407629524,0.9721945546635208,0.008062949407629524,0.8567159658948589,0.00555412266945641,0.8552538839141942,0.005610797390573326,0.2179024379098561,0.0037985436284141832,0.0,0.0,1.0,0.0,,,5.41548022772425e-171,0.0,-24532.877039446324,-22936.291220603132,-604.6068167112178,-596.6238876170021
positive_decimals_statsmodels,voyage-3-large,1,5,Statsmodels_OLS,0.05,1.0,0.0,1.0,0.0,0.915105540259517,0.01611251090864563,0.9142392702621652,0.016276924285264456,0.29084869555518533,0.002556931247215851,1.0,0.0,1.0,0.0,0.0,0.0,3.272014046121862e-206,0.0,-24519.076675434044,-24439.24738449189,-844.7137046323045,-836.7307755380886
positive_decimals_statsmodels,voyage-3-large,2,5,Statsmodels_OLS,0.05,0.9999417296734272,6.781875423438524e-05,0.9999417296734272,6.781875423438524e-05,0.9358200873851048,0.011645191928889864,0.9351651903176059,0.011764020417960142,0.2492206972042,0.004071939268132298,1.0,0.0,1.0,0.0,0.0,0.0,1.0183695208734305e-236,0.0,-24855.15685407588,-24210.934476172653,-951.2246316478286,-943.2417025536128
positive_decimals_statsmodels,voyage-3-large,3,5,Statsmodels_OLS,0.05,0.9969718072311468,0.00057965530634078,0.9969718072311468,0.00057965530634078,0.9490534512170811,0.017987979802454358,0.9485335884743982,0.018171530616765134,0.247669645531109,0.004126356474410418,1.0,0.0,1.0,0.0,0.0,0.0,3.0161211752021985e-261,0.0,-24465.593186419574,-23027.069363641855,-1070.2105379757506,-1062.2276088815345
positive_decimals_statsmodels,voyage-3-large,4,5,Statsmodels_OLS,0.05,0.9962295590354744,0.0008125244983968693,0.9962295590354744,0.0008125244983968693,0.9669363831613028,0.006993442442577168,0.96659899931601,0.007064804100154477,0.2508158332307661,0.0013679756466056195,1.0,0.0,1.0,0.0,6.106129479796112e-52,5.189885865575503e-52,2.0972951818176455e-290,0.0,-24492.77195325998,-22916.143457152328,-1254.3845534905897,-1246.4016243963738
positive_decimals_statsmodels,voyage-3-large,5,5,Statsmodels_OLS,0.05,0.9971953104266295,0.0004933941905102042,0.9971953104266295,0.0004933941905102042,0.9622052735730783,0.008132424016694286,0.9618196130993344,0.008215407935231992,0.2770038058552597,0.0035756982871917135,0.6,0.48989794855663565,1.0,0.0,2.727010231798876e-13,1.9653590590740115e-14,3.4043356245836016e-284,0.0,-24358.96380836732,-22764.772868252396,-1169.7995931228565,-1161.8166640286406
positive_decimals_statsmodels,voyage-3-large,6,5,Statsmodels_OLS,0.05,0.9961551449022279,0.0013084614283377183,0.9961551449022279,0.0013084614283377183,0.960225441583565,0.0061954183622640125,0.9598195787425811,0.006258636916980957,0.26621822707593285,0.0037176906364141987,0.0,0.0,1.0,0.0,,,3.5233087828588367e-268,0.0,-24159.1615662661,-22562.57574742291,-1175.0717784707517,-1167.088849376536
positive_decimals_statsmodels,voyage-3-large,7,5,Statsmodels_OLS,0.05,0.9962295624151036,0.0013880385659419704,0.9962295624151036,0.0013880385659419704,0.9590053135759892,0.011267747949453275,0.9585870004492136,0.01138272496934566,0.26787147386543453,0.003107751239205361,0.0,0.0,1.0,0.0,,,1.1461455601607642e-274,0.0,-24413.083046202373,-22816.497227359177,-1154.5881289730842,-1146.6051998788685
positive_decimals_statsmodels,voyage-3-large,8,5,Statsmodels_OLS,0.05,0.9956793158405997,0.0020830151055873172,0.9956793158405997,0.0020830151055873172,0.9625988015678011,0.0076616521967483,0.96221715668584,0.007739832321204917,0.2541626530276444,0.0017287782129691315,0.0,0.0,1.0,0.0,,,6.490250571848459e-287,0.0,-24408.607449940966,-22812.021631097778,-1189.4958105452629,-1181.5128814510467
positive_decimals_statsmodels,voyage-3-large,9,5,Statsmodels_OLS,0.05,0.9967632986752573,0.0006726189029527309,0.9967632986752573,0.0006726189029527309,0.943084027587221,0.007545937559504331,0.9425032523585193,0.007622936922356416,0.2647985360262142,0.0027022215778275127,0.0,0.0,1.0,0.0,,,1.0338022858188085e-242,0.0,-24329.285150092957,-22732.69933124976,-1040.9160647598242,-1032.9331356656085
positive_decimals_statsmodels,voyage-3-large,10,5,Statsmodels_OLS,0.05,0.99717499501161,0.0004861270487927108,0.99717499501161,0.0004861270487927108,0.9643770922822787,0.0041948754924825546,0.9640135932239347,0.004237680344446669,0.26411548244939687,0.003261695237067049,0.0,0.0,1.0,0.0,,,2.6695425744624865e-287,0.0,-24542.294825718316,-22945.709006875124,-1190.8498732594203,-1182.8669441652044
positive_decimals_statsmodels,voyage-3-large,11,5,Statsmodels_OLS,0.05,0.99666549777257,0.0004164767106989437,0.99666549777257,0.0004164767106989437,0.9628932925518271,0.0034155190937452487,0.9625146526799069,0.0034503713293957123,0.2592104991489628,0.003971176335528905,0.0,0.0,1.0,0.0,,,5.695235380113738e-281,0.0,-24276.786840178993,-22680.2010213358,-1179.3729983180037,-1171.3900692237878
positive_decimals_statsmodels,voyage-3-large,12,5,Statsmodels_OLS,0.05,0.997512337668784,0.0004039868415445964,0.997512337668784,0.0004039868415445964,0.9573951982250536,0.0063309161182807635,0.956960455349799,0.00639551730316118,0.259886030912002,0.0028177340920559854,0.0,0.0,1.0,0.0,,,3.778387868135097e-270,0.0,-24404.31757236916,-22807.731753525968,-1129.9396343829696,-1121.9567052887537
positive_decimals_statsmodels,voyage-3-large,13,5,Statsmodels_OLS,0.05,0.9962924233811954,0.0012205214963651055,0.9962924233811954,0.0012205214963651055,0.9580667841314398,0.005476287263792141,0.957638894173597,0.005532167746075724,0.2644655514033526,0.003944654373626497,0.0,0.0,1.0,0.0,,,1.8166471230222192e-268,0.0,-24324.074459883843,-22727.48864104065,-1131.0381620664439,-1123.055232972228
positive_decimals_statsmodels,voyage-3-large,14,5,Statsmodels_OLS,0.05,0.9961567282477791,0.001084941676799248,0.9961567282477791,0.001084941676799248,0.9666006044269025,0.004957401083932148,0.9662597942679934,0.00500798680927839,0.26219265131935143,0.0011843319628165806,0.0,0.0,1.0,0.0,,,1.5567902905531472e-285,0.0,-24293.520284420112,-22696.934465576916,-1228.1761213196166,-1220.1931922254007
positive_decimals_statsmodels,voyage-3-large,15,5,Statsmodels_OLS,0.05,0.9972572407275211,0.0004309243639460874,0.9972572407275211,0.0004309243639460874,0.9662598859217251,0.0034215671896418343,0.9659155990433753,0.0034564811405565425,0.2687716542768618,0.001935554744162144,0.0,0.0,1.0,0.0,,,1.8381957331618765e-284,0.0,-24261.401499467513,-22664.815680624324,-1215.903022946388,-1207.9200938521722
positive_decimals_statsmodels,voyage-3-large,16,5,Statsmodels_OLS,0.05,0.9973289821128637,0.00046830348746691394,0.9973289821128637,0.00046830348746691394,0.966728144140534,0.006905060682107302,0.9663886354072743,0.006975520484985962,0.27403018226700543,0.0022999113215459513,0.0,0.0,1.0,0.0,,,4.295814390828421e-293,0.0,-24306.73133664078,-22710.145517797588,-1216.0560589718482,-1208.0731298776323
positive_decimals_statsmodels,voyage-3-large,17,5,Statsmodels_OLS,0.05,0.9966476113537464,0.0008193502934703772,0.9966476113537464,0.0008193502934703772,0.9592489903933563,0.00930775696444375,0.9588331637647171,0.009402734076325804,0.26924828273009804,0.002961744269647122,0.0,0.0,1.0,0.0,,,4.468912454146656e-270,0.0,-24399.03089833541,-22802.445079492223,-1140.0667457614188,-1132.0838166672033
positive_decimals_statsmodels,voyage-3-large,18,5,Statsmodels_OLS,0.05,0.996643746109509,0.0005547373590712715,0.996643746109509,0.0005547373590712715,0.9554220988231104,0.006990795046697541,0.954967222280489,0.007062129690031173,0.25966658286174216,0.001857502757786098,0.0,0.0,1.0,0.0,,,4.591929969100912e-259,0.0,-24477.75133877726,-22881.165519934068,-1117.1195665331863,-1109.1366374389704
positive_decimals_statsmodels,voyage-3-large,19,5,Statsmodels_OLS,0.05,0.9967092108220383,0.0008381339659435291,0.9967092108220383,0.0008381339659435291,0.9626746855494556,0.003048233970604424,0.9622938149938378,0.00307933839887588,0.2667437668944358,0.00253705000506596,0.0,0.0,1.0,0.0,,,1.9083815935042796e-281,0.0,-24341.970029836382,-22745.384210993187,-1143.7067820846248,-1135.7238529904091
mixed_sign_decimals_statsmodels,text-embedding-3-large,1,5,Statsmodels_OLS,0.05,0.9999999924279054,7.073748530231419e-09,0.9999999924279054,7.073748530231419e-09,0.7193678258639504,0.02250165169390378,0.7165042322503172,0.022731260384657878,0.22943707295276053,0.0014336291308826392,1.0,0.0,0.0,0.0,0.0,0.0,1.4241581558547194e-110,2.2721869424687034e-110,-24073.148763594665,-23642.86888541643,112.98794159109829,120.97087068531425
mixed_sign_decimals_statsmodels,text-embedding-3-large,2,5,Statsmodels_OLS,0.05,0.9970471036245501,0.0010188618384992603,0.9970471036245501,0.0010188618384992603,0.7317913919520539,0.020857369904748808,0.7290545694209524,0.02107020020989932,0.19162984975282632,0.0010873495158813002,1.0,0.0,0.0,0.0,0.0,0.0,1.0569982652490271e-113,2.1139801666381807e-113,-23067.162146888248,-21760.356654165094,139.93223717221002,147.91516626642596
mixed_sign_decimals_statsmodels,text-embedding-3-large,3,5,Statsmodels_OLS,0.05,0.9826243107066311,0.0030904527063920096,0.9826243107066311,0.0030904527063920096,0.7458411295083022,0.012307086427125183,0.7432476716461419,0.012432668941687682,0.18997666007174285,0.0007729133672542027,1.0,0.0,0.0,0.0,3.845060494571074e-52,7.690120989140629e-52,2.775568927431667e-120,4.727735691840771e-120,-23795.16859472711,-22222.531563166565,133.68768248621984,141.6706115804358
mixed_sign_decimals_statsmodels,text-embedding-3-large,4,5,Statsmodels_OLS,0.05,0.9772790598800738,0.003856568113486268,0.9772790598800738,0.003856568113486268,0.7204668824436518,0.01479969994495301,0.7176145036930769,0.014950717291330093,0.17637006389557247,0.0010626122674040573,1.0,0.0,0.6,0.48989794855663565,3.706947449770367e-14,3.232262051488522e-14,1.7583058200798177e-113,2.3905320828853603e-113,-24934.579771892062,-23343.582003414824,148.53001684926585,156.5129459434818
mixed_sign_decimals_statsmodels,text-embedding-3-large,5,5,Statsmodels_OLS,0.05,0.9735392515815899,0.005197043075220201,0.9735392515815899,0.005197043075220201,0.7627988885209576,0.02983129609853324,0.7603784690160694,0.030135697079130504,0.17731325285080218,0.000792234246753259,0.8,0.4000000000000001,1.0,0.0,4.1746131896883574e-14,2.1447678802495245e-15,2.7321790452789907e-128,4.3634848599177775e-128,-25306.864072079337,-23713.471424873827,115.99057710874399,123.97350620295995
mixed_sign_decimals_statsmodels,text-embedding-3-large,6,5,Statsmodels_OLS,0.05,0.9666629223094494,0.0036440303993770583,0.9666629223094494,0.0036440303993770583,0.7444394419592639,0.0322527454891915,0.7418316811629297,0.0325818551370404,0.17091267829936388,0.0007783542434080068,0.0,0.0,0.0,0.0,,,2.8260578298004594e-118,4.361805349270479e-118,-25445.447003888723,-23848.86118504553,153.81948837816293,161.80241747237886
mixed_sign_decimals_statsmodels,text-embedding-3-large,7,5,Statsmodels_OLS,0.05,0.9647590800501206,0.002777921371950852,0.9647590800501206,0.002777921371950852,0.7630100409834795,0.02042375640524634,0.7605917760955558,0.02063216208285087,0.17542599117098429,0.0008672509300435099,0.0,0.0,0.6,0.48989794855663565,,,1.9662553986837136e-125,3.899051066360634e-125,-25420.486670487513,-23823.900851644325,101.8128502102197,109.79577930443565
mixed_sign_decimals_statsmodels,text-embedding-3-large,8,5,Statsmodels_OLS,0.05,0.9647228975472018,0.006519432607542467,0.9647228975472018,0.006519432607542467,0.7621038698575135,0.017503324264345577,0.7596763583254473,0.01768192961398176,0.1780520580802749,0.0006847388560334084,0.0,0.0,0.0,0.0,,,1.782594922132887e-125,3.554431187160094e-125,-25432.733481824027,-23836.14766298083,125.1783211582607,133.16125025247666
mixed_sign_decimals_statsmodels,text-embedding-3-large,9,5,Statsmodels_OLS,0.05,0.9515536665723833,0.0016004860014473047,0.9515536665723833,0.0016004860014473047,0.7314573199653983,0.015581692359920657,0.728717088536474,0.015740689220736147,0.16158195810700987,0.0005468329203645585,0.0,0.0,0.8,0.4,,,3.9108344268699335e-116,3.869385808249015e-116,-25334.41493922899,-23737.829120385803,175.88041694323303,183.863346037449
mixed_sign_decimals_statsmodels,text-embedding-3-large,10,5,Statsmodels_OLS,0.05,0.960952112112663,0.006473951013831094,0.960952112112663,0.006473951013831094,0.7460374229896332,0.032919456062611305,0.7434459681221804,0.03325536887957671,0.17188815857564094,0.000523714740056069,0.0,0.0,0.2,0.4,,,1.0358098352085257e-120,1.6788071495443775e-120,-25393.36990921927,-23796.784090376073,160.28852583061823,168.2714549248342
mixed_sign_decimals_statsmodels,text-embedding-3-large,11,5,Statsmodels_OLS,0.05,0.9513218017675646,0.00510258629790087,0.9513218017675646,0.00510258629790087,0.7405369723129727,0.013297837071309049,0.7378893903977989,0.013433529286322441,0.1678383191913707,0.0005739634213470646,0.0,0.0,0.0,0.0,,,7.619021281597636e-119,1.24552584277641e-118,-25420.842887468432,-23824.257068625237,144.5374775945498,152.52040668876577
mixed_sign_decimals_statsmodels,text-embedding-3-large,12,5,Statsmodels_OLS,0.05,0.9329149305789832,0.010478614167758955,0.9329149305789832,0.010478614167758955,0.7489741640825762,0.03394880987326856,0.7464126759609699,0.034295226300546815,0.14570891183596615,0.0005993395929380994,0.0,0.0,0.0,0.0,,,9.855471287793505e-120,1.8939061373011115e-119,-25371.661530168833,-23775.075711325644,142.826042492973,150.80897158718895
mixed_sign_decimals_statsmodels,text-embedding-3-large,13,5,Statsmodels_OLS,0.05,0.9511535055753091,0.008947136835842893,0.9511535055753091,0.008947136835842893,0.7383487472964724,0.025508622304610873,0.7356788365545996,0.02576891436894366,0.15724384277975864,0.00151411837724802,0.0,0.0,0.6,0.48989794855663565,,,1.1165767872725738e-118,1.4775585795552288e-118,-25448.047591874918,-23851.46177303172,114.1116466255226,122.09457571973856
mixed_sign_decimals_statsmodels,text-embedding-3-large,14,5,Statsmodels_OLS,0.05,0.9504899501817876,0.011649499211911179,0.9504899501817876,0.011649499211911179,0.7579791382971077,0.025988746118558986,0.7555095376674863,0.02625393740548305,0.159096986940042,0.0005599791835345945,0.0,0.0,0.4,0.48989794855663565,,,1.9801826235406933e-124,3.3553767908345936e-124,-25328.05771649584,-23731.471897652653,151.06290417687478,159.04583327109074
