experiment,model,size,linear_r2,pca_r2,pca_var_comp_1,pca_var_comp_2,pca_var_comp_3,pca_var_comp_4,pca_var_comp_5,pca_cumulative_var_5
positive_decimals,voyage-finance-2,7,0.9943100476001373,-1927.5185498951862,0.17597893665718056,0.09547271345590765,0.08353381038277646,0.07562084057188372,0.07287763050252004,0.5034839315702684
positive_decimals,voyage-finance-2,8,0.9941017259954915,-2445.715176146849,0.17894696900527512,0.09492356626840757,0.08410947147746362,0.0756738214841005,0.06631201169408149,0.4999658399293283
positive_decimals,voyage-finance-2,9,0.9959428639425557,-2738.320834800572,0.17809029183950706,0.10136938868110623,0.09496043819429342,0.07727047951370111,0.07077900183470678,0.5224696000633147
positive_decimals,voyage-finance-2,10,0.9951590931516223,-2056.116570225001,0.18069712162830506,0.09520301340847727,0.08503740200086352,0.08000688635381328,0.07078678573007621,0.5117312091215354
positive_decimals,voyage-finance-2,11,0.9942585165277172,-2279.060203818305,0.17620785271241785,0.0990464341730287,0.08080991514630011,0.07701119156030599,0.06541411733655482,0.4984895109286075
positive_decimals,voyage-finance-2,12,0.9948287179246171,-2343.747024495717,0.1731912066430766,0.10220174171100961,0.08080255703498049,0.07386283162126907,0.06820262099008334,0.49826095800041914
positive_decimals,voyage-finance-2,13,0.9947497961428834,-2232.1311109353837,0.17612444679092246,0.0941902808342791,0.08819274151566533,0.07417862947053579,0.06784464222857095,0.5005307408399737
positive_decimals,voyage-finance-2,14,0.9932603873671636,-2188.4436653353305,0.16646168574078396,0.08764650096465339,0.08641831571822706,0.08034117724661628,0.06780077310249302,0.4886684527727737
positive_decimals,voyage-finance-2,15,0.9931734678482976,-2152.9805838205307,0.1741230997314892,0.09764149490531894,0.09389341404372634,0.07664086477804626,0.067659508638287,0.5099583820968677
positive_decimals,voyage-finance-2,16,0.9885339913420031,-2023.701742789163,0.1872843735291338,0.08944746960918444,0.07515017991631867,0.07124190546504537,0.0656929342181268,0.4888168627378091
positive_decimals,voyage-finance-2,17,0.992625200597813,-2293.3937616631565,0.1819668008327751,0.09798189054296767,0.08725514071609392,0.07542008279742288,0.06585805548606799,0.5084819703753276
positive_decimals,voyage-finance-2,18,0.9929487741041826,-2637.1703092615726,0.17618528321097174,0.08820545711110889,0.08023218340365436,0.07364997849951328,0.06494235339669793,0.4832152556219462
positive_decimals,voyage-finance-2,19,0.9928823765283369,-2518.7534522524747,0.18420359724377228,0.09326422171784464,0.0809650719037133,0.07146507903367359,0.06611346499709979,0.49601143489610366
positive_decimals,voyage-3-large,1,0.9999999046986958,-3931.614827487839,0.28651057231483096,0.20147182151555526,0.16363258853717214,0.0993890066460261,0.0726202677625054,0.8236242567760899
positive_decimals,voyage-3-large,2,0.9999611157446737,-2744.5104598629455,0.24563170030408976,0.13371751826789996,0.07464789973073498,0.06934851591823021,0.049314639885388235,0.5726602741063431
positive_decimals,voyage-3-large,3,0.9961297072987778,-3098.626394153004,0.24390198546521835,0.1287706322529473,0.06203852690757451,0.058789880046306336,0.04439600594878769,0.5378970306208342
positive_decimals,voyage-3-large,4,0.9956959719251166,-3265.1030232422745,0.2508779075326462,0.11728867943656758,0.06662888431128743,0.06363456823251047,0.045868862929257154,0.5442989024422689
positive_decimals,voyage-3-large,5,0.9980233985293195,-2923.864530230394,0.2831007122194321,0.11962922639913653,0.06513058473412862,0.05975304380792462,0.04433563224034764,0.5719491994009696
positive_decimals,voyage-3-large,6,0.9972655203065497,-3245.5125540739564,0.2698393677722624,0.12152605500426804,0.07370710806247406,0.06015177818596386,0.04805235135007682,0.5732766603750452
positive_decimals,voyage-3-large,7,0.9939568499194764,-3060.109979411028,0.2661329079380393,0.11857032225705065,0.07001803140124249,0.054519099420417466,0.05060777704055949,0.5598481380573094
positive_decimals,voyage-3-large,8,0.9931233828037437,-3311.655320611497,0.25497994255371564,0.1255304595005853,0.0666142172811932,0.06213997114652104,0.0466887537037262,0.5559533441857414
positive_decimals,voyage-3-large,9,0.997888849695338,-3454.115191254803,0.2609291924646102,0.12021252031532542,0.0741928922874836,0.06081795706568756,0.05151924398182639,0.5676718061149332
positive_decimals,voyage-3-large,10,0.997885916613886,-2948.2985185690236,0.25997172653016637,0.12010668665630808,0.07127130582346035,0.06624699462828491,0.04756124433614448,0.5651579579743642
positive_decimals,voyage-3-large,11,0.9969285236829459,-3163.356159549003,0.2557102501256131,0.1274091613943366,0.07323658567881303,0.060922934573440814,0.04718537966435798,0.5644643114365615
positive_decimals,voyage-3-large,12,0.9982757236178191,-3178.1672992555214,0.25484201938793694,0.1268516514065321,0.07382603794381641,0.06203147834318351,0.04977349026979337,0.5673246773512624
positive_decimals,voyage-3-large,13,0.9974139030451749,-3151.633231036947,0.26203072435416747,0.12757451558799915,0.07107754979947764,0.06283720055042633,0.04538789535512773,0.5689078856471983
positive_decimals,voyage-3-large,14,0.9970288907055387,-3176.183646360019,0.2637422152101855,0.12340704332005002,0.07024294759434045,0.06440712500148066,0.04936081264899628,0.571160143775053
positive_decimals,voyage-3-large,15,0.9980306396073699,-3170.9642866347926,0.26739477946345314,0.13137383843905154,0.07313611732342415,0.0637734095272021,0.04703357490760307,0.582711719660734
positive_decimals,voyage-3-large,16,0.9974368368056828,-3302.7275530733455,0.27602835378363655,0.12089131558147928,0.06700043940937875,0.0655594514931652,0.0471755931712993,0.576655153438959
positive_decimals,voyage-3-large,17,0.9966826023520594,-3104.407846393611,0.2650241893324812,0.12345158689402397,0.07617870004779935,0.06361496323725625,0.052322912448146325,0.5805923519597072
positive_decimals,voyage-3-large,18,0.9977061667340003,-3022.7567856088313,0.2598581579142588,0.12220361091939397,0.07133527932176015,0.060614326328581526,0.05097234667613739,0.5649837211601318
positive_decimals,voyage-3-large,19,0.9963364216615941,-2911.547578834702,0.26703780069667876,0.12141897305419315,0.07381722511922478,0.05831994044176944,0.050891912134328296,0.5714858514461945
positive_decimals,voyage-law-2,1,0.9999999348729361,-3145.546043241381,0.24958501296920335,0.16471233736939195,0.12967896244534435,0.10611917825434647,0.09617239977446694,0.746267890812753
positive_decimals,voyage-law-2,2,0.9999946616612522,-1958.4530132705822,0.172494407495348,0.09026001427283374,0.07803207725847079,0.06888657382717346,0.06754281441736275,0.47721588727118874
positive_decimals,voyage-law-2,3,0.9993348003853529,-2028.045444521416,0.15496908982540383,0.08927925666020638,0.07251559015920768,0.061269600799196,0.05705207772049353,0.43508561516450744
positive_decimals,voyage-law-2,4,0.9967124487114131,-2107.977684101475,0.14700240122628722,0.07003454548758511,0.06837165777236262,0.06433861725968502,0.054232362988826596,0.4039795847347466
positive_decimals,voyage-law-2,5,0.9967696974735225,-1912.5141213427764,0.17002041744662028,0.0705557951038994,0.06247208515572579,0.0581752454387245,0.052887173008420496,0.41411071615339046
positive_decimals,voyage-law-2,6,0.9968518946667785,-2166.425465064865,0.16787544874571483,0.06879046548126555,0.056908089912017505,0.0550688136589828,0.05136015603466288,0.40000297383264355
positive_decimals,voyage-law-2,7,0.9970708660819907,-2189.9825010952045,0.16204112100570645,0.06733065267525927,0.054056174214635905,0.05204176568627472,0.0490794962956348,0.3845492098775112
positive_decimals,voyage-law-2,8,0.9958327580941267,-2320.07122554646,0.18103952991312822,0.0681307518923368,0.0544657657595872,0.05137019148447039,0.04944303501012939,0.40444927405965203
positive_decimals,voyage-law-2,9,0.9972429225581569,-2742.451936164134,0.1857405225855231,0.07122485296401566,0.053219479097592726,0.050207647288639634,0.047319952109331764,0.40771245404510287
positive_decimals,voyage-law-2,10,0.9967875061782429,-2452.29732178822,0.1997918188413787,0.07191118878106852,0.05088769791928387,0.04662681369075343,0.041946384270225553,0.4111639035027101
positive_decimals,voyage-law-2,11,0.9961866287153534,-2570.460091551312,0.2121213526760982,0.07616307773143927,0.051773281367722336,0.047861849825651774,0.040359461632653165,0.4282790232335648
positive_decimals,voyage-law-2,12,0.9964605306268843,-2915.1143400873443,0.22063063769987343,0.08452307719619129,0.05548675921918545,0.05258674169914109,0.04162804299503423,0.45485525880942546
positive_decimals,voyage-law-2,13,0.9967608000240329,-2997.0488257364877,0.23406732953267456,0.08290254944956513,0.05577275273761506,0.049251773754440016,0.045066377189155904,0.4670607826634507
positive_decimals,voyage-law-2,14,0.9972426171448271,-3030.3118930649443,0.23468172121899322,0.07511509672789411,0.05094011384417622,0.046991798956856956,0.0404650628498875,0.44819379359780803
positive_decimals,voyage-law-2,15,0.9963904182897435,-3111.0863425554007,0.2440640505621659,0.0858319568274957,0.05629293592292247,0.05614460849883606,0.040256547528043314,0.48259009933946345
positive_decimals,voyage-law-2,16,0.9962479862589032,-3045.937835443668,0.2563570644773218,0.08453594789712549,0.050059926384892144,0.04590755104595447,0.04081520918569723,0.47767569899099116
positive_decimals,voyage-law-2,17,0.9968059970197469,-2939.53647748787,0.22465336393624008,0.08226301337513475,0.05226904396682211,0.048984330424245305,0.04454479656897637,0.45271454827141866
positive_decimals,voyage-law-2,18,0.9929160856851161,-2455.854032918198,0.18442195366388042,0.0725627564998962,0.054720522832533855,0.047865348151654344,0.04557202079259919,0.405142601940564
