experiment,model,expected_similarity,scale_factor,decimal_size,magnitude_range,mean_similarity,std_similarity,accuracy_within_tolerance,mean_absolute_error,root_mean_square_error,correlation_with_expected
negative_relationships,voyage-code-3,-1.0,,1,"(1e-05, 0.49999)",0.9052154093873537,0.013567712200067762,0.0,1.9052154093873537,1.9052637190114565,
negative_relationships,voyage-code-3,-1.0,,2,"(1e-05, 0.99999)",0.8987782369048468,0.007216695526233176,0.0,1.898778236904847,1.8987919511199212,
negative_relationships,voyage-code-3,-1.0,,2,"(1e-05, 0.49999)",0.9026938707728923,0.007045039434111417,0.0,1.9026938707728922,1.902706913441311,
negative_relationships,voyage-code-3,-1.0,,3,"(1e-05, 0.99999)",0.8980035542670612,0.010746851330577765,0.0,1.898003554267061,1.8980339793649421,
negative_relationships,voyage-code-3,-1.0,,3,"(1e-05, 0.49999)",0.9061195690470945,0.004312290976795832,0.0,1.9061195690470945,1.9061244469755245,
negative_relationships,voyage-code-3,-1.0,,4,"(1e-05, 0.99999)",0.9016198042270928,0.009874604038334974,0.0,1.901619804227093,1.9016454421457225,
negative_relationships,voyage-code-3,-1.0,,4,"(1e-05, 0.49999)",0.9077310071721492,0.005444558915383138,0.0,1.9077310071721492,1.9077387763915283,
negative_relationships,voyage-code-3,-1.0,,5,"(1e-05, 0.99999)",0.9000490209530032,0.01008630701476668,0.0,1.9000490209530032,1.9000757920708486,
negative_relationships,voyage-code-3,-1.0,,5,"(1e-05, 0.49999)",0.9078040265601257,0.004001301333952669,0.0,1.907804026560126,1.9078082225872164,
negative_relationships,voyage-code-3,-1.0,,6,"(1e-05, 0.99999)",0.9010607464793706,0.01026890273320941,0.0,1.9010607464793707,1.9010884808887896,
negative_relationships,voyage-code-3,-1.0,,6,"(1e-05, 0.49999)",0.9081555452880234,0.004415916957662235,0.0,1.9081555452880232,1.9081606550120485,
negative_relationships,voyage-code-3,-1.0,,7,"(1e-05, 0.99999)",0.9054056370833866,0.00964745616426651,0.0,1.9054056370833865,1.9054300604429404,
negative_relationships,voyage-code-3,-1.0,,7,"(1e-05, 0.49999)",0.9099101438623581,0.004621122036846259,0.0,1.9099101438623585,1.9099157343708157,
