experiment,model,size,k_folds,model_type,linear_r2_mean,linear_r2_std,pca_r2_mean,pca_r2_std,pca_explained_var_mean,pca_explained_var_std,linear_r2_fold_1,linear_r2_fold_2,linear_r2_fold_3,linear_r2_fold_4,linear_r2_fold_5,pca_r2_fold_1,pca_r2_fold_2,pca_r2_fold_3,pca_r2_fold_4,pca_r2_fold_5,pca_explained_var_fold_1,pca_explained_var_fold_2,pca_explained_var_fold_3,pca_explained_var_fold_4,pca_explained_var_fold_5
positive_decimals_kfold,text-embedding-ada-002,8,5,LinearRegression,0.971132142706655,0.003954913657009719,0.6998577010426346,0.045001379339132036,0.045076421185388474,0.0009528758363512448,0.9668431756577165,0.9747506648470167,0.9672424338012394,0.9701571902303483,0.9766672489969548,0.7771870647343754,0.7075614990500587,0.6669398714537029,0.6451220443493326,0.7024780256257025,0.043716953807228225,0.04666234639949469,0.04481370099868698,0.045325714733298016,0.044863389988234435
positive_decimals_kfold,text-embedding-ada-002,9,5,LinearRegression,0.9711890022512722,0.006086585580707189,0.612112018117543,0.02847040387058384,0.04512040848932273,0.0007504760580258815,0.9727320564440726,0.9620749656338239,0.9667553407646379,0.9751822387739563,0.9792004096398709,0.609689722245056,0.590415699590578,0.582488981862153,0.6139367365288009,0.6640289503611266,0.04496065658623433,0.04552620349622227,0.04564005346921411,0.045753121261317184,0.043722007633625715
positive_decimals_kfold,text-embedding-ada-002,10,5,LinearRegression,0.9705163139384533,0.0020007574972842022,0.7167051313290101,0.04012817685201766,0.0451294344837711,0.0009520639355800863,0.9699103158763527,0.9722213580304775,0.9693510984890142,0.9677762391172765,0.9733225581791458,0.6993488933639229,0.711104524988625,0.6535629822013826,0.7561981010808563,0.7633111550102635,0.0450950240388798,0.045015995620358705,0.046602240787535644,0.04532461626388746,0.043609295708193906
positive_decimals_kfold,text-embedding-ada-002,11,5,LinearRegression,0.9686288989484076,0.005521749485819726,0.6829846109483706,0.032912257338276976,0.040156885381016125,0.0006870365851246007,0.9666563251959605,0.9597420455300247,0.9700078992774059,0.9767410915784116,0.9699971331602356,0.6321281977915648,0.6811203963761817,0.7203076874986751,0.6650447533250435,0.7163220197503877,0.040545084968858947,0.03975289872058715,0.03900888727025393,0.04089861314699234,0.04057894279838825
positive_decimals_kfold,text-embedding-ada-002,12,5,LinearRegression,0.9507038860499367,0.004972136424830312,0.4932375784656071,0.03027408806817019,0.038864977475440744,0.0010422846291375661,0.9572264551962713,0.9482257186311669,0.947473333608998,0.9446331359896848,0.9559607868235628,0.5227690496456606,0.4913717337997999,0.43869156572112944,0.5202878374725075,0.4930677056889381,0.038093332639814806,0.03804607464139325,0.039692048447753675,0.037983732469168516,0.04050969917907348
positive_decimals_kfold,text-embedding-ada-002,13,5,LinearRegression,0.9534133101390079,0.00766759396992301,0.7226202872613512,0.03221171900903654,0.04312779176975226,0.001076371063763393,0.9601177436107445,0.9433816096382118,0.9534625318720669,0.9465965557658508,0.9635081098081654,0.7062856031082969,0.7389286217971403,0.756004311151804,0.6673128968364319,0.7445700034130831,0.04321918833414119,0.0417450303162939,0.04279958324179125,0.04504511197685367,0.04283004497968126
positive_decimals_kfold,text-embedding-ada-002,14,5,LinearRegression,0.9630549877513104,0.005650738072098906,0.7062253403431683,0.01929509540277624,0.04251985821218819,0.0004906480148880114,0.9712966565149201,0.9674492257202453,0.9619569446245,0.955760781307591,0.9588113305892958,0.7309922474230144,0.7075437142615578,0.682232466414262,0.6868963764332144,0.7234618971837927,0.04180640557798911,0.042196552810803,0.04272442093798032,0.04261813838553723,0.04325377334863127
positive_decimals_kfold,text-embedding-ada-002,15,5,LinearRegression,0.9605060500427494,0.004465407589400671,0.8038513032538027,0.01640648129252935,0.0417152576124417,0.0005050219881837427,0.9621200582083907,0.9630921950908231,0.9538735889336797,0.9570607366829827,0.9663836712978698,0.8156680869330565,0.8132920770221782,0.8145151673982056,0.8036051077131843,0.7721760772023891,0.04093158987744051,0.04146497984338597,0.0423868594712775,0.04169423343265344,0.04209862543745107
positive_decimals_kfold,text-embedding-ada-002,16,5,LinearRegression,0.950946958858707,0.008409469077801168,0.7851826087406051,0.031023374469011808,0.04431128900172683,0.0007739636030122842,0.9474330674649268,0.9510781138700356,0.9407309662902822,0.9492492062409669,0.9662434404273239,0.7257779677737528,0.8058089562026556,0.7981469762579136,0.784735976214248,0.8114431672544555,0.04474725823652847,0.04351583271991364,0.045421362562375014,0.043362268868820046,0.044509722620996964
positive_decimals_kfold,text-embedding-ada-002,17,5,LinearRegression,0.9685130559007689,0.0023226380701709503,0.8516532302942537,0.016646746909647302,0.04348606853761564,0.0006087529969273785,0.9688304930306776,0.9709887589587864,0.9673595387805594,0.9706989541344533,0.9646875345993677,0.8604171075465655,0.8649055343238802,0.8231703363117658,0.8671535620376042,0.8426196112514528,0.04291623531393476,0.04304540584758643,0.044197640508685986,0.043009832852158925,0.044261228165712097
positive_decimals_kfold,text-embedding-ada-002,18,5,LinearRegression,0.969051833523697,0.0026876322279000458,0.7857715539233705,0.027341676224238425,0.042437235257691386,0.0006744952579359219,0.9721035933973746,0.9648528945930411,0.9684540577672403,0.9718338578644798,0.9680147639963494,0.7885386046915551,0.7589890512422877,0.7516118516646834,0.823628901077229,0.8060893609410974,0.04315971965341027,0.0415495564853543,0.04297358182428737,0.04170019867163667,0.04280311965376832
positive_decimals_kfold,text-embedding-ada-002,19,5,LinearRegression,0.9548618192702512,0.004694729401600663,0.8416790749139714,0.016747877702272464,0.04429343932722809,0.0006091804521110627,0.9489628186765195,0.9624769796102706,0.9557668291272645,0.9561163112585127,0.9509861576786884,0.8313390749262373,0.8491916111163839,0.8298665842131528,0.8712746460602065,0.8267234582538773,0.04422558813303942,0.043940143765547474,0.04426348815549126,0.04361803301054232,0.04541994357152
positive_decimals_kfold,text-embedding-3-small,1,5,LinearRegression,0.9999999998404444,2.3740958568286497e-10,0.7040052197132887,0.040887717864073754,0.19140107666662418,0.002805543777183429,0.9999999993879425,0.9999999998142794,1.0,1.0,1.0,0.7248303362253845,0.7002380243502375,0.6740161871999567,0.7693273860282712,0.6516141647625932,0.1889627625098357,0.19107171698525233,0.19521101733865068,0.187859784503805,0.19390010199557717
positive_decimals_kfold,text-embedding-3-small,2,5,LinearRegression,0.9998797472854755,0.0001781902411051418,0.8702566847945985,0.026180806636198733,0.09730778873590654,0.0017282209361855745,0.9999930712845863,0.9995302322743801,0.9999018404073163,1.0,0.9999735924610941,0.8680145383926733,0.8857640131722143,0.8296894726936144,0.9080248058671277,0.8597905938473631,0.09524897480329086,0.09781535804875008,0.09745597461152657,0.09583778056152226,0.10018085565444289
positive_decimals_kfold,text-embedding-3-small,3,5,LinearRegression,0.9853718026823823,0.002012990410740322,0.8552010157751733,0.02882570378164985,0.0689362747205469,0.0008841674667259506,0.9844653337837915,0.9846896446591131,0.9888578048239247,0.9828385963375826,0.9860076338074997,0.8651464765076762,0.801335614360811,0.8873126951695924,0.8559410945708391,0.8662691982669475,0.06880616776791527,0.0703555918641029,0.06797335265150455,0.06944280247948431,0.06810345883972754
positive_decimals_kfold,text-embedding-3-small,4,5,LinearRegression,0.9772009574444913,0.002966989971432939,0.8021928043598084,0.04615399132367005,0.05373880300733874,0.0013785422596905787,0.9749846039782462,0.9803487317203529,0.972504588676768,0.9789235162777146,0.9792433465693751,0.7836834624403997,0.7383002241143896,0.7879157708171723,0.8245625584789704,0.8765020059481101,0.05281260929236715,0.056207332071927775,0.054306901237911466,0.052702595696633645,0.05266457673785368
positive_decimals_kfold,text-embedding-3-small,5,5,LinearRegression,0.973901431925486,0.004455307446330932,0.7250429309580634,0.0314205921543615,0.05018574751348256,0.0010446393658514147,0.9716011797156904,0.9809617142526998,0.9771843590799015,0.9705827633274003,0.9691771432517381,0.6801936941905422,0.7107725080194678,0.7674205393069581,0.7136003348579358,0.753227578415413,0.05093347772922592,0.05041146478354889,0.048139171257512624,0.05051978879899414,0.05092483499813121
positive_decimals_kfold,text-embedding-3-small,6,5,LinearRegression,0.9711303262200408,0.007398346702021016,0.7869542457565568,0.03538856829437363,0.04857080402351317,0.0012807936252096877,0.9781713070579281,0.9690648737778895,0.9748058217852493,0.9759946670466035,0.9576149614325329,0.8236749192314388,0.8315829956956245,0.7438860440098358,0.7548903094958129,0.780736960350072,0.04917652781026782,0.04703406589249055,0.050690988549028045,0.04760780959499676,0.04834462827078271
positive_decimals_kfold,text-embedding-3-small,7,5,LinearRegression,0.9675101928088647,0.004287758790537135,0.7530419716912341,0.06218526019980143,0.04585512738464602,0.0011433665010016142,0.973860521434925,0.9678266112465675,0.9607555867165756,0.9658410811858477,0.9692671634604078,0.6607102985397364,0.8475573498489594,0.7698527151738844,0.7169576949381546,0.7701317999554365,0.04629024436062408,0.04378197538804707,0.046110869759154544,0.04726334349245451,0.045829203922949875
positive_decimals_kfold,text-embedding-3-small,8,5,LinearRegression,0.972770172560731,0.00378489293232427,0.7275664782576886,0.01111430207356574,0.042738819897289816,0.0005777209722556871,0.9770215107774294,0.9664011100826652,0.9709301191839014,0.9756899228779358,0.9738081998817227,0.7298177702998689,0.731183795964433,0.7392978383837512,0.7311556210024417,0.7063773656379482,0.04200651142591893,0.04368013888627929,0.042796508514895915,0.042283322629328365,0.0429276180300266
positive_decimals_kfold,text-embedding-3-small,9,5,LinearRegression,0.9594986261073994,0.008166410679849417,0.6394893983035398,0.041521008046089526,0.04595957737682905,0.0010358865596656489,0.9669735069857281,0.9503104425737569,0.9584705101810248,0.951165211380884,0.970573459415604,0.6592479441759096,0.5935754670416356,0.5904464588678607,0.6981702754252599,0.6560068460070335,0.044817829240805324,0.046556954551950455,0.04721804070033749,0.04656849254030844,0.044636569850743525
positive_decimals_kfold,text-embedding-3-small,10,5,LinearRegression,0.9663006183710007,0.006670395649323045,0.8197046852752378,0.026068446384228484,0.044908022329007403,0.0005392287469537292,0.9763951131715211,0.9630980511691244,0.9587322268507823,0.961500451908623,0.9717772487549524,0.8440171413472604,0.7807389582096862,0.8108621039303846,0.8530648451911058,0.8098403776977514,0.04405258859087822,0.045430212916191474,0.04539584822246846,0.0451465365178336,0.04451492539766524
positive_decimals_kfold,text-embedding-3-small,11,5,LinearRegression,0.9631750083669244,0.0059384285964674205,0.6928458639614317,0.04394064851318344,0.04141244075306518,0.0007574701149397956,0.9662405758489938,0.9543159329934565,0.9715278789728209,0.9646700463113143,0.9591206077080368,0.6957728758034101,0.6323076597448001,0.7077515458251311,0.6649726010716457,0.7634246373621719,0.04178719851029033,0.041449489796607536,0.04026645497518096,0.042535901869387875,0.041023158613859224
positive_decimals_kfold,text-embedding-3-small,12,5,LinearRegression,0.9617688239367161,0.004802683828968675,0.6448581225722526,0.05046709351625112,0.04090086938823416,0.0010929468995182817,0.9699267982353409,0.9621557877950392,0.9549009854343578,0.9610931188212306,0.9607674293976127,0.7002321207783377,0.6243595269508679,0.5857045844246656,0.7092193625199827,0.6047750181874089,0.03923446846201307,0.04089892864915827,0.04132856597252024,0.04046212527934347,0.04258025857813571
positive_decimals_kfold,text-embedding-3-small,13,5,LinearRegression,0.9713198401128059,0.003222082823124579,0.7885005014940608,0.021042650094282987,0.04434874776247973,0.0005627214150643721,0.9753992620138622,0.9658670369586079,0.9700966345087766,0.9720406477376793,0.9731956193451033,0.804193460919843,0.7596789914189823,0.8092228053323918,0.7662812095273817,0.803126040271706,0.04422535657417001,0.044030503390620084,0.043825294735588896,0.045434231119054064,0.04422835299296559
positive_decimals_kfold,text-embedding-3-small,14,5,LinearRegression,0.9589785122931234,0.007253715716263163,0.6859262101463519,0.06203627535942561,0.04139495639561365,0.0006323195679619796,0.9543079443067608,0.9633403396328544,0.9692452236407094,0.9482005501678276,0.9597985037174647,0.6364779303218786,0.5966527145222494,0.7372871856900192,0.7640573242786052,0.6951558959190071,0.04182797382638497,0.041278406493766635,0.041578972907585866,0.04023946634537154,0.04204996240495924
positive_decimals_kfold,text-embedding-3-small,15,5,LinearRegression,0.9649429377393604,0.005786777511009331,0.7775795651263497,0.025595323320582404,0.04323544588118079,0.00042089784387603697,0.9697564111399881,0.9662877022094268,0.9536686088683721,0.9664383527538105,0.9685636137252048,0.7666956101235758,0.80889342338642,0.802880972893628,0.77037831264725,0.7390495065808746,0.04368093731065885,0.042729414906571325,0.0437129498375382,0.0427858150435549,0.043268112307580646
positive_decimals_kfold,text-embedding-3-small,16,5,LinearRegression,0.9593764471575235,0.005822313628842432,0.8079515249165299,0.03887896544274279,0.04615974025107066,0.0009699545911168228,0.9508365468539779,0.9569237124676448,0.9670285209074059,0.9574123799750088,0.9646810755835793,0.7986202859857844,0.810970244475234,0.8479954124186209,0.7396598281852942,0.8425118535177164,0.04659199348626636,0.045400134934962116,0.04576362843828548,0.04784842582890593,0.045194518566933434
positive_decimals_kfold,text-embedding-3-small,17,5,LinearRegression,0.9683430100365988,0.004843440023177706,0.7785310634394123,0.04323194814914148,0.04673775717686962,0.001744855116945912,0.9676307285961482,0.9740244015470537,0.9646829861852331,0.9736153705872288,0.9617615632673304,0.8335607406453499,0.7872101531285406,0.7624732789228872,0.8039409976480676,0.7054701468522155,0.04491659714577737,0.046404036943594275,0.047954820508343037,0.0449847733878183,0.04942855789881513
positive_decimals_kfold,text-embedding-3-small,18,5,LinearRegression,0.9582188355598207,0.007193368752449752,0.7365176094953046,0.03273154884898208,0.04397826355328414,0.0009168799859569491,0.9633395513292148,0.9593777039422632,0.963153269573823,0.9610951136751054,0.944128539278697,0.7418102756750239,0.7123689588427504,0.7020114426731484,0.7305554112378729,0.7958419590477275,0.043962743283110825,0.04409507106498581,0.0453571090976135,0.04246591220560623,0.04401048211510433
positive_decimals_kfold,text-embedding-3-small,19,5,LinearRegression,0.9634493638585845,0.005101519697794104,0.7985984421508056,0.02644445133690352,0.04598915397518542,0.0005408005519212275,0.9721713934842932,0.9649783399999365,0.95682543422911,0.9608415768010636,0.9624300747785194,0.7492009124898621,0.8197922691775399,0.7967814679823603,0.8048529573774436,0.8223646037268221,0.046362767892846934,0.04495781441659971,0.04621839177051237,0.04596389147166241,0.04644290432430569
