experiment,model,format,size,linear_r2_mean,linear_r2_std,pca_r2_mean,pca_r2_std,pca_var_comp_1_mean,pca_var_comp_1_std,pca_cumulative_var_5_mean,pca_cumulative_var_5_std
format_size_sweep_kfold,voyage-3-large,rounded_3sf,13,0.7634449874372458,0.04138495564572033,0.7239843916953933,0.02950401844374479,0.4843886935438291,0.001280293706291297,0.6610861673352117,0.001169293910311311
format_size_sweep_kfold,voyage-3-large,rounded_3sf,14,0.7687786386509863,0.12740009308256584,0.736331494887315,0.029758759189083855,0.4879271942719824,0.00364526295413733,0.6646959515445128,0.004155539365548929
format_size_sweep_kfold,voyage-3-large,rounded_3sf,15,0.7618086159162208,0.09900763182596761,0.7017883635404566,0.03467274267062057,0.4819523675075083,0.002927607891500765,0.6687374393180132,0.00402122025047044
format_size_sweep_kfold,voyage-3-large,rounded_3sf,16,0.848652905375857,0.006311930092329549,0.7480130850628534,0.021996367565013313,0.4803179798434588,0.001536966746143569,0.6656244966657814,0.001644893132855382
format_size_sweep_kfold,voyage-3-large,rounded_3sf,17,0.6981980123884636,0.11327823700045442,0.7219231175571184,0.01966523011343627,0.4738989427644841,0.0027151880047708125,0.6540594735178238,0.003525709943409949
format_size_sweep_kfold,voyage-3-large,rounded_3sf,18,0.7660199470466438,0.07020139147173829,0.7477326870646512,0.02758555912572897,0.4799668563540635,0.002943565172169563,0.6619193342842464,0.004350711530484546
format_size_sweep_kfold,voyage-3-large,rounded_3sf,19,0.6924864062325271,0.09745964059355365,0.7181432029291204,0.025283918193757644,0.47604446608409196,0.0017908175970558103,0.6507792688267265,0.0011383237153440124
format_size_sweep_kfold,voyage-3-large,rounded_3sf,20,,,,,,,,
format_size_sweep_kfold,voyage-3-large,written_words,1,1.0,0.0,0.7832297477220271,0.01428780037993468,0.5234342916453418,0.004334290518067087,0.8363597874240947,0.0010461500553111183
format_size_sweep_kfold,voyage-3-large,written_words,2,0.997440501819438,0.0027376293655025368,0.7620760803381479,0.016559816101719856,0.4356826502974135,0.003933981310775799,0.69392478281495,0.003134842872734449
format_size_sweep_kfold,voyage-3-large,written_words,3,0.9871258259642717,0.008841414190646343,0.7399878333405966,0.03407943579028358,0.41210055054439254,0.005652265781183758,0.6577978923115075,0.0021657934557913414
