experiment,model,format,size,linear_r2_mean,linear_r2_std,pca_r2_mean,pca_r2_std,pca_var_comp_1_mean,pca_var_comp_1_std,pca_cumulative_var_5_mean,pca_cumulative_var_5_std
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,7,0.9337393325941623,0.013265477902784432,0.6837973725072394,0.051150680172038214,0.1039293065597032,0.0004979580969217126,0.27702250915824295,0.0024131763468516207
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,8,0.9051645509631419,0.03172702207463046,0.702082810532789,0.03355568012328621,0.1304693354797867,0.001306806076655074,0.2828896881924913,0.00256614518584638
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,9,0.9148383962054998,0.012724169554593495,0.6899785735731021,0.011686428571119635,0.12713778902630507,0.0010548797584500917,0.279300663133799,0.0017819700863298891
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,10,0.9603077635029551,0.0034790093124529493,0.7115794700880054,0.029020095875528812,0.12539306187959315,0.0007023058773599498,0.2708679479221437,0.0013231021076224464
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,11,0.9423617003893743,0.014806000971386197,0.6911681412292157,0.025087729604331428,0.13166218137452929,0.001147617912929962,0.2898648226114535,0.0030383187949578686
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,12,0.9271975859878288,0.011233988029834347,0.7078747777774863,0.036296266313754634,0.14481662190471029,0.0009632840071943618,0.3005418104824187,0.0009818248269559322
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,13,0.9278439927358736,0.012815123517601583,0.6896607865658243,0.029725899347306926,0.1569724743603692,0.0018196125892654662,0.3041571222898658,0.0027957821065765958
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,14,0.8954945179196105,0.027344942828379817,0.7060103824888865,0.021482196953821864,0.16054962939775191,0.0003954384125661324,0.30286622294914134,0.0016754757686462138
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,15,0.9237068669771586,0.018258051819873864,0.6402393347984214,0.03462119486513285,0.1445438066218562,0.0014311040861833021,0.29752787780184076,0.0014425390256025872
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,16,0.9364014826829624,0.007605427959393546,0.717693371868973,0.022447098744287686,0.14898129321774092,0.0012567030278436487,0.30135041073930224,0.0028903264665270287
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,17,0.9001288582613307,0.014761958847517045,0.6954049231781354,0.027107955743492677,0.1545369324529678,0.0005620685134221132,0.30042358224063637,0.0019755421515571287
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,18,0.917122276678765,0.020554747810681357,0.7054196821120209,0.030634381633553375,0.15844253858104046,0.001286658008607827,0.2974448736204103,0.0014490818429433428
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,19,0.9163506276876806,0.015505460682953038,0.6725224213206304,0.02965911675031936,0.16085791819422718,0.001248098268625715,0.3031705455868585,0.0016508786286797458
format_size_sweep_kfold,gemini-embedding-001,scientific_3sf,20,0.9326143955092858,0.012562353754109454,0.7119938547873799,0.018969637173088378,0.1615811385943716,0.001110022560376247,0.3048856040927744,0.001701752121837462
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,1,1.0,0.0,0.6896389048482825,0.009275925134236498,0.20710844401522968,0.0037810504635311616,0.6080053062624371,0.005267375494971838
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,2,0.9940783010106552,0.0012496929243834528,0.5972940857072133,0.04059298548103238,0.09325997027689818,0.0019465720980577695,0.32629604905914117,0.0010156238745500869
format_size_sweep_kfold,gemini-embedding-001,rounded_3sf,3,0.9033697277695296,0.02232430655642696,0.5680099022161034,0.0344092735243592,0.054341181341467835,0.00080998613210406,0.20312933166399788,0.0010370071331732005
